job,education,balance,duration,y
blue-collar,secondary,5441,312,no
blue-collar,,1665,89,no
entrepreneur,tertiary,775,60,no
services,secondary,0,843,yes
technician,secondary,-1451,65,no
admin.,secondary,686,544,no
management,secondary,3161,542,yes
self-employed,tertiary,192,120,no
blue-collar,secondary,-269,100,no
retired,tertiary,11254,229,no
housemaid,,0,195,no
technician,secondary,1303,274,no
blue-collar,primary,235,241,no
management,primary,3293,64,no
self-employed,tertiary,0,1037,no
blue-collar,secondary,917,58,no
unemployed,tertiary,579,141,no
services,secondary,1817,404,no
blue-collar,secondary,99,226,no
technician,secondary,43,220,no
blue-collar,primary,837,41,no
blue-collar,primary,1014,261,no
blue-collar,primary,0,83,no
unemployed,primary,-4,788,yes
management,tertiary,-375,814,yes
management,primary,321,918,no
technician,tertiary,0,89,no
housemaid,secondary,1082,77,no
blue-collar,primary,276,535,no
technician,secondary,2862,132,no
unemployed,secondary,223,698,no
technician,secondary,286,106,no
technician,secondary,657,159,no
admin.,tertiary,-363,96,no
admin.,secondary,1328,69,no
unemployed,secondary,4,259,no
entrepreneur,tertiary,230,1089,yes
,,779,647,no
services,secondary,-31,96,no
blue-collar,secondary,179,103,no
technician,secondary,2922,153,no
retired,tertiary,-1598,104,no
blue-collar,secondary,285,242,no
retired,secondary,194,61,no
management,tertiary,2173,352,no
management,tertiary,1180,22,no
unemployed,secondary,2489,207,no
technician,secondary,167,97,no
unemployed,secondary,0,638,no
admin.,,892,269,no
blue-collar,secondary,305,169,no
self-employed,tertiary,166,151,no
management,tertiary,123,70,no
management,tertiary,81,61,no
technician,secondary,489,356,yes
housemaid,secondary,-319,89,no
housemaid,primary,78,2692,yes
technician,,1923,331,no
management,tertiary,35,185,no
blue-collar,secondary,2047,342,no
services,secondary,13,21,no
technician,secondary,391,962,yes
admin.,secondary,70,13,no
technician,secondary,5681,43,no
technician,secondary,0,13,no
self-employed,tertiary,0,650,no
admin.,secondary,483,11,no
entrepreneur,secondary,404,125,no
management,tertiary,47,11,no
technician,tertiary,6763,23,no
admin.,secondary,3842,130,no
blue-collar,primary,1792,630,yes
management,,62,85,no
entrepreneur,primary,62,404,no
technician,,689,232,no
technician,secondary,703,92,no
technician,secondary,1518,321,no
blue-collar,secondary,1968,394,no
entrepreneur,,28,117,no
blue-collar,secondary,870,87,no
technician,primary,538,196,no
services,secondary,124,81,no
blue-collar,secondary,-404,130,no
blue-collar,primary,704,183,no
services,secondary,-697,423,no
self-employed,secondary,390,208,no
management,tertiary,3158,126,no
services,secondary,1742,39,no
technician,secondary,884,128,no
blue-collar,secondary,4853,234,no
blue-collar,primary,260,175,no
blue-collar,primary,2554,51,no
blue-collar,primary,-759,142,no
services,secondary,27,43,no
blue-collar,primary,2105,36,no
services,secondary,247,114,no
blue-collar,secondary,0,11,no
housemaid,primary,77,463,yes
retired,primary,488,231,no
self-employed,primary,106,240,no
housemaid,secondary,-1531,156,no
management,tertiary,16,59,no
management,tertiary,2110,106,no
retired,secondary,0,45,no
management,tertiary,935,64,no
management,tertiary,4357,548,no
blue-collar,primary,0,57,no
,,33,26,no
blue-collar,secondary,7365,124,no
housemaid,primary,259,166,no
technician,secondary,0,33,no
management,tertiary,1731,361,yes
technician,secondary,1822,391,no
management,tertiary,-1176,81,no
retired,secondary,728,107,no
blue-collar,secondary,1362,345,no
blue-collar,secondary,98,119,no
entrepreneur,,1179,21,no
services,,0,65,no
blue-collar,secondary,139,70,no
management,tertiary,148,632,no
management,tertiary,7154,393,no
blue-collar,secondary,39,22,no
blue-collar,primary,-105,454,no
services,secondary,514,10,no
unemployed,primary,11,166,no
technician,tertiary,1476,40,no
technician,secondary,1812,84,no
management,tertiary,1990,251,no
blue-collar,secondary,969,56,no
technician,secondary,608,58,no
management,tertiary,1,36,no
blue-collar,,1496,114,no
technician,,1077,6,no
blue-collar,secondary,1293,350,no
technician,secondary,499,37,no
blue-collar,primary,-30,108,no
technician,tertiary,702,40,no
technician,tertiary,0,24,no
admin.,secondary,5181,18,no
services,primary,-109,77,no
technician,tertiary,4439,70,no
management,secondary,372,130,no
blue-collar,primary,371,18,no
blue-collar,secondary,737,120,no
blue-collar,secondary,3285,248,no
management,tertiary,4374,68,no
blue-collar,primary,36,34,no
retired,primary,0,85,no
self-employed,secondary,4440,12,no
blue-collar,secondary,-27,77,no
blue-collar,primary,259,652,no
unemployed,secondary,0,35,no
services,secondary,388,1032,yes
services,secondary,102,107,no
management,tertiary,1570,156,no
management,tertiary,3007,160,no
technician,secondary,-63,531,no
technician,secondary,0,71,no
management,tertiary,0,96,no
admin.,secondary,769,59,no
technician,secondary,6699,436,no
blue-collar,secondary,-397,151,no
management,tertiary,1313,136,no
management,tertiary,236,200,no
management,tertiary,934,93,no
management,tertiary,691,79,no
services,primary,0,226,no
retired,tertiary,-48,20,no
unemployed,tertiary,810,184,no
technician,tertiary,610,454,no
management,tertiary,561,204,no
management,secondary,315,154,no
technician,secondary,600,173,no
technician,tertiary,0,1488,yes
admin.,secondary,547,114,no
self-employed,tertiary,676,133,no
management,tertiary,1908,222,no
technician,secondary,534,314,no
management,tertiary,2266,306,no
management,tertiary,1391,537,no
blue-collar,primary,206,145,no
retired,primary,1634,836,yes
technician,secondary,805,148,no
housemaid,primary,1283,448,no
technician,secondary,181,140,no
housemaid,primary,100,1134,yes
,,5361,607,yes
technician,secondary,0,54,no
admin.,tertiary,5094,114,no
admin.,secondary,257,222,no
management,secondary,1251,406,no
management,tertiary,2139,278,no
management,tertiary,287,156,no
management,tertiary,810,156,no
technician,secondary,0,95,no
management,tertiary,0,148,no
blue-collar,primary,678,104,no
management,tertiary,335,297,no
admin.,secondary,4855,720,yes
technician,tertiary,127,168,no
management,tertiary,14922,68,no
self-employed,tertiary,2169,229,no
management,tertiary,547,112,no
retired,secondary,1035,223,no
blue-collar,secondary,2918,193,no
services,secondary,0,196,no
management,tertiary,13021,425,no
technician,secondary,224,134,no
technician,tertiary,482,56,no
management,tertiary,1343,129,no
technician,tertiary,332,371,no
retired,secondary,77,455,yes
admin.,secondary,44,175,no
self-employed,secondary,1178,530,no
management,tertiary,2050,158,no
management,tertiary,178,174,no
management,tertiary,163,311,no
services,secondary,2956,835,yes
management,tertiary,3812,58,no
management,tertiary,146,720,yes
management,tertiary,1858,113,no
management,tertiary,1,490,yes
management,secondary,142,99,no
self-employed,secondary,313,211,no
,,270,467,no
technician,secondary,2480,763,yes
technician,secondary,29,122,no
technician,secondary,577,88,no
management,tertiary,249,293,no
housemaid,primary,801,931,no
management,secondary,533,221,no
management,tertiary,284,258,no
technician,secondary,311,738,yes
housemaid,primary,421,376,no
services,secondary,153,123,no
management,tertiary,0,100,no
technician,secondary,200,315,no
unemployed,tertiary,0,102,no
management,tertiary,1097,308,no
technician,tertiary,624,224,no
management,tertiary,2401,203,no
blue-collar,secondary,0,311,no
self-employed,primary,286,175,no
self-employed,secondary,140,192,no
technician,secondary,363,209,no
student,secondary,422,406,no
management,secondary,911,292,no
services,secondary,2850,107,no
technician,secondary,1097,186,no
blue-collar,,2635,88,no
blue-collar,,1660,187,no
management,tertiary,3813,117,no
technician,secondary,634,122,no
technician,secondary,566,51,no
technician,secondary,1732,163,no
self-employed,primary,183,292,no
technician,secondary,54,137,no
unemployed,secondary,2690,142,no
admin.,secondary,46,48,no
technician,secondary,246,159,no
technician,secondary,0,674,yes
management,tertiary,0,306,no
management,secondary,10273,359,no
management,tertiary,0,401,yes
blue-collar,primary,-485,122,no
management,tertiary,1010,67,no
admin.,secondary,1265,137,no
management,tertiary,1048,73,no
management,secondary,616,92,no
management,tertiary,175,257,no
management,tertiary,170,493,no
management,tertiary,100,64,no
retired,secondary,23,122,no
technician,secondary,641,229,no
housemaid,primary,2008,105,no
technician,tertiary,14355,244,no
technician,secondary,-556,115,no
technician,secondary,176,77,no
technician,secondary,998,133,no
management,tertiary,15904,504,no
blue-collar,secondary,1583,84,no
entrepreneur,tertiary,753,187,no
entrepreneur,tertiary,169,391,no
blue-collar,primary,0,76,no
management,tertiary,1966,436,no
blue-collar,secondary,1791,63,no
blue-collar,primary,1388,139,no
admin.,tertiary,46,238,no
technician,secondary,1371,159,no
management,tertiary,834,182,no
management,tertiary,2813,88,no
technician,secondary,374,72,no
retired,primary,6,448,no
technician,secondary,649,124,no
blue-collar,primary,0,293,no
technician,secondary,2376,278,no
retired,secondary,654,93,no
management,tertiary,183,112,no
technician,secondary,6419,419,no
management,tertiary,248,229,no
services,secondary,1713,160,no
blue-collar,primary,174,36,no
technician,secondary,3,90,no
entrepreneur,secondary,37,73,no
management,tertiary,5450,188,no
management,tertiary,162,75,no
blue-collar,primary,-98,550,no
management,tertiary,0,282,no
technician,secondary,-163,502,no
blue-collar,primary,1064,31,no
technician,tertiary,370,155,no
management,tertiary,881,75,no
technician,secondary,581,258,no
technician,tertiary,1503,257,no
technician,secondary,1975,41,no
management,tertiary,500,151,no
management,tertiary,5550,89,no
technician,secondary,172,151,no
technician,secondary,224,298,no
management,tertiary,6880,353,no
,secondary,74,88,no
technician,secondary,134,104,no
management,tertiary,1047,512,yes
management,tertiary,252,89,no
self-employed,tertiary,1015,112,no
technician,secondary,315,363,no
technician,tertiary,8422,200,no
management,tertiary,290,50,no
technician,secondary,4843,63,no
technician,secondary,40,419,yes
blue-collar,primary,9997,118,no
management,tertiary,260,138,no
technician,secondary,535,81,no
blue-collar,primary,222,71,no
technician,secondary,-534,16,no
retired,secondary,93,108,no
management,tertiary,275,82,no
management,tertiary,21510,248,no
services,,11,455,no
technician,secondary,3577,62,no
management,tertiary,2907,116,no
blue-collar,primary,1868,156,no
management,tertiary,484,173,no
technician,tertiary,1190,136,no
blue-collar,secondary,2083,88,no
unemployed,secondary,1639,93,no
technician,secondary,229,219,no
housemaid,secondary,1765,59,no
blue-collar,primary,7982,263,no
retired,primary,243,108,no
management,tertiary,581,89,no
management,tertiary,1433,170,no
technician,secondary,58,116,no
management,tertiary,935,70,no
technician,tertiary,116,145,no
entrepreneur,secondary,348,105,no
technician,secondary,212,98,no
management,tertiary,618,73,no
management,tertiary,705,86,no
admin.,secondary,347,217,no
technician,secondary,274,97,no
management,tertiary,1100,347,no
blue-collar,,617,33,no
management,tertiary,5108,165,no
management,tertiary,657,147,no
retired,primary,115,82,no
management,secondary,67,55,no
management,tertiary,340,90,no
management,tertiary,99,275,no
,primary,15,57,no
technician,secondary,756,210,no
management,tertiary,131,384,yes
services,secondary,112,97,no
technician,secondary,-11,139,no
management,tertiary,448,135,no
technician,secondary,259,316,no
management,tertiary,518,230,no
technician,secondary,1532,61,no
management,tertiary,-292,111,no
housemaid,primary,-209,90,no
self-employed,tertiary,23917,51,no
technician,tertiary,3465,389,no
blue-collar,,113,104,no
technician,tertiary,548,108,no
technician,secondary,370,145,no
blue-collar,primary,856,194,no
management,tertiary,889,121,no
technician,secondary,3723,134,no
blue-collar,secondary,794,135,no
blue-collar,primary,1512,262,no
management,tertiary,1191,381,no
management,secondary,0,720,yes
technician,tertiary,741,238,no
blue-collar,secondary,-204,429,no
technician,tertiary,2586,117,no
retired,primary,-13,77,no
management,tertiary,1208,221,no
technician,tertiary,290,485,no
self-employed,primary,2639,304,no
technician,secondary,354,444,yes
self-employed,secondary,111,277,no
management,tertiary,2657,159,no
management,tertiary,412,40,no
blue-collar,secondary,2787,479,yes
housemaid,tertiary,3362,101,no
technician,secondary,1568,161,no
technician,secondary,52,96,no
blue-collar,secondary,2395,150,no
management,tertiary,1622,158,no
technician,secondary,827,58,no
blue-collar,secondary,172,237,no
management,tertiary,67,52,no
management,tertiary,8304,105,no
management,tertiary,478,193,no
unemployed,secondary,871,396,yes
management,tertiary,1836,177,no
technician,secondary,281,105,no
management,tertiary,368,241,no
technician,tertiary,2024,109,no
housemaid,tertiary,897,197,no
blue-collar,primary,273,128,no
technician,tertiary,23919,384,no
technician,tertiary,940,191,no
housemaid,primary,209,76,no
management,tertiary,812,91,no
self-employed,tertiary,0,117,no
technician,secondary,12,587,yes
management,tertiary,434,111,no
blue-collar,secondary,1011,112,no
management,tertiary,496,105,no
unemployed,secondary,1694,473,yes
blue-collar,primary,408,559,yes
management,tertiary,1223,1092,yes
management,tertiary,1289,264,no
technician,secondary,244,1735,yes
blue-collar,primary,106,460,no
management,secondary,781,112,no
technician,secondary,3095,204,no
technician,secondary,1824,767,no
self-employed,primary,204,111,no
retired,,878,106,no
management,tertiary,2096,317,no
self-employed,tertiary,137,244,no
technician,secondary,-413,100,no
management,tertiary,46,96,no
technician,secondary,42,1842,yes
admin.,secondary,14215,131,no
technician,secondary,3392,272,no
management,tertiary,28433,247,no
management,tertiary,59,526,yes
management,,712,287,no
retired,tertiary,7132,88,no
management,tertiary,2302,115,no
management,tertiary,4436,846,yes
management,tertiary,5887,227,no
blue-collar,primary,48,170,no
technician,secondary,372,100,no
management,tertiary,0,60,no
